hostname;PORT;NAME;STATUS;VLAN;DUPLEX;SPEED;TYPE;
AQUICFDZEUSR1-02;Eth1/47;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-02;Eth1/48;--;disabled;routed;auto;auto;10Gbase-SR;
AQUICFDZEUSR1-02;Eth2/1           <*>;AQUICFDZEUS;connected;trunk;full;40G;QSFP+ BiDi;
AQUICFDZEUSR1-02;Eth2/2;RESERVED_FUTUR_;disabled;routed;auto;auto;QSFP+ BiDi;
AQUICFDZEUSR1-02;Eth2/3;RESERVED;xcvrAbsen;routed;auto;auto;--;
AQUICFDZEUSR1-02;Eth2/4;RESERVED;xcvrAbsen;routed;auto;auto;--;
AQUICFDZEUSR1-02;Eth2/5           <*>;AQUICLSZEUS;connected;trunk;full;40G;QSFP+ BiDi;
AQUICFDZEUSR1-02;Eth2/6           <*>;AQUICLSZEUS;connected;trunk;full;40G;QSFP+ BiDi;
AQUICFDZEUSR1-02;Eth5/1           <*>;AQUICFDZEUS;connected;trunk;full;40G;QSFP+ BiDi;
AQUICFDZEUSR1-02;Eth5/2;RESERVED_FUTUR_;xcvrAbsen;routed;auto;auto;--;
AQUICFDZEUSR1-02;Eth5/3;--;xcvrAbsen;routed;auto;auto;--;
AQUICFDZEUSR1-02;Eth5/4;--;xcvrAbsen;routed;auto;auto;--;
AQUICFDZEUSR1-02;Eth5/5;--;xcvrAbsen;routed;auto;auto;--;
AQUICFDZEUSR1-02;Eth5/6;--;xcvrAbsen;routed;auto;auto;--;
AQUICFDZEUSR1-02;Po10;--;disabled;trunk;auto;auto;--;
AQUICFDZEUSR1-02;Po11             <*>;AQUICFDZEUS;connected;trunk;full;40G;--;
AQUICFDZEUSR1-02;Po55             <*>;AQUICLSZEUS;connected;trunk;full;40G;--;
AQUICFDZEUSR1-02;Po65             <*>;AQUIR1-MKTP;connected;trunk;full;a-10G;--;
AQUICFDZEUSR1-02;Po81             SIGMA_IDS;_AQUI;connected;1;full;a-10G;--;
AQUICFDZEUSR1-02;Po4091           <*>;AQUICLSZEUS;connected;trunk;full;10G;--;
AQUICFDZEUSR1-02;Po4095           <*>;AQUICLSZEUS;connected;trunk;full;10G;--;
AQUICFDZEUSR1-02;Lo37;--;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Lo42;--;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Lo53;--;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Lo90;LBK_MULTICAST_R;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan1;--;down;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan10;--;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan11;--;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan12;--;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan15;--;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan16;--;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan17;--;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan18;--;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan19;--;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan20;ADMIN_NAS;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan22;PZEUS_NonRouted_An;down;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan23;PZEUS_STD_FO_VARON;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan30;HDI_AGILE_MARK_DC2;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan995;Int_Admin_NOOBA_IB;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan2502;PRVSHAREDSERVICES_;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan2503;PRVSHAREDSERVICES_;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3001;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3002;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3003;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3004;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3005;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3006;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3007;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3008;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3009;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3010;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3011;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3012;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3013;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3014;OUTSOURCING_GIMS-S;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3015;OUTSOURCING_GIMS-S;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3016;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3017;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3018;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3019;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3020;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3021;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3022;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3023;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3024;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3025;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3026;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3027;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3028;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3029;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3030;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3031;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3032;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3033;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3034;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3035;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3036;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3037;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3038;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3039;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3040;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3041;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3042;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3043;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3044;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3045;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3046;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3047;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3048;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3101;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3102;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3103;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3104;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3105;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3106;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3107;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3108;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3109;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3110;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3111;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3112;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3113;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3114;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3115;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3116;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3117;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3118;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3119;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3120;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3121;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3122;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3123;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3124;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3125;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3126;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3127;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3128;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3129;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3130;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3131;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3132;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3802      <>;To_ORI-A2_Te2/5;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3803      <>;To_AQUIZEUSR1-0;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3902      <>;To_ORI-A2_Te2/5;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3903;<> To_AQUICFDZEUSR connected;routed;auto;auto;;--;
DC2CFDZEUSA2-02;mgmt0;--;connected;routed;full;a-1000;--;
DC2CFDZEUSA2-02;Eth1/1;<*>FED_DC2-B1_T;connected;routed;full;10G;10Gbase-SR;
DC2CFDZEUSA2-02;Eth1/1.990;FED_ADMIN_DC2-B;connected;routed;full;10G;10Gbase-SR;
DC2CFDZEUSA2-02;Eth1/1.2133;FED_RDS_DC2-B1_;connected;routed;full;10G;10Gbase-SR;
DC2CFDZEUSA2-02;Eth1/1.2212;FED_RIX_DC2-B1_;connected;routed;full;10G;10Gbase-SR;
DC2CFDZEUSA2-02;Eth1/1.2490;FED_RVP_ETRALI_;connected;routed;full;10G;10Gbase-SR;
DC2CFDZEUSA2-02;Eth1/1.2501;FED_RVP_PRVSHAR;connected;routed;full;10G;10Gbase-SR;
DC2CFDZEUSA2-02;Eth1/1.3801;FED_RVP_SHAREDS;connected;routed;full;10G;10Gbase-SR;
DC2CFDZEUSA2-02;Eth1/1.3901;FED_RVP_RUS_DC2;connected;routed;full;10G;10Gbase-SR;
DC2CFDZEUSA2-02;Eth1/2;<*> DC2CFDZEUSA disabled;trunk;auto;auto;;10Gbase-SR;
DC2CFDZEUSA2-02;Eth1/3;<*> DC2CFDZEUSA disabled;trunk;auto;auto;;10Gbase-SR;
DC2CFDZEUSA2-02;Eth1/4           <*>;DC2ZEUSA2-0;connected;trunk;full;10G;10Gbase-SR;
DC2CFDZEUSA2-02;Eth1/5           <*>;DC2ZEUSA2-0;connected;trunk;full;10G;10Gbase-SR;
DC2CFDZEUSA2-02;Eth1/6           <*>;DC2CLSZEUSA;connected;trunk;full;10G;10Gbase-SR;
DC2CFDZEUSA2-02;Eth1/7           <*>;DC2CLSZEUSA;connected;trunk;full;10G;10Gbase-SR;
DC2CFDZEUSA2-02;Eth1/8           <*>;DC2CLSZEUSB;connected;trunk;full;10G;10Gbase-SR;
DC2CFDZEUSA2-02;Eth1/9           <*>;DC2CLSZEUSB;connected;trunk;full;10G;10Gbase-SR;
DC2CFDZEUSA2-02;Eth1/10          <*>;DC2CLSZEUSB;connected;trunk;full;10G;10Gbase-SR;
DC2CFDZEUSA2-02;Eth1/11          <*>;DC2CLSZEUSB;connected;trunk;full;10G;10Gbase-SR;
DC2CFDZEUSA2-02;Eth1/12          <*>;DC2RETALMB1;connected;25;full;10G;10Gbase-SR;
DC2CFDZEUSA2-02;Eth1/13          <*>;DC2RtrTsmA1;connected;trunk;full;10G;10Gbase-SR;
DC2CFDZEUSA2-02;Eth1/14;SIGMA_DC2A4-MAT;connected;1;full;10G;10Gbase-SR;
DC2CFDZEUSA2-02;Eth1/15;RESERVER_SIGMA-;connected;1;full;10G;10Gbase-SR;
DC2CFDZEUSA2-02;Eth1/16;SIGMA_DC2A4-MAT;connected;1;full;10G;10Gbase-SR;
DC2CFDZEUSA2-02;Eth1/17;<*> DC2CFDZEUSA disabled;trunk;auto;auto;;10Gbase-SR;
DC2CFDZEUSA2-02;Eth1/18;<*> DC2CFDZEUSA disabled;trunk;auto;auto;;10Gbase-SR;
DC2CFDZEUSA2-02;Eth1/19;--;sfpAbsent;routed;auto;auto;--;
DC2CFDZEUSA2-02;Eth1/20;DC2A2-ZEUS-SDX-;connected;trunk;full;10G;10Gbase-SR;
DC2CFDZEUSA2-02;Eth1/21;DC2A2-ZEUS-SDX-;connected;trunk;full;10G;10Gbase-SR;
DC2CFDZEUSA2-02;Eth1/22;DC2A2-ZEUS-SDX-;connected;trunk;full;10G;10Gbase-SR;
DC2CFDZEUSA2-02;Eth1/23;DC2A2-ZEUS-SDX-;connected;trunk;full;10G;10Gbase-SR;
DC2CFDZEUSA2-02;Eth1/24;reservedByX0987;sfpAbsent;routed;auto;auto;--;
DC2CFDZEUSA2-02;Eth2/1           <*>;DC2CFDZEUSA;connected;trunk;full;40G;QSFP+ BiDi;
DC2CFDZEUSA2-02;Eth2/2;RESERVED_FUTUR_;disabled;routed;auto;auto;QSFP+ BiDi;
DC2CFDZEUSA2-02;Eth2/3;RESERVED;xcvrAbsen;routed;auto;auto;--;
DC2CFDZEUSA2-02;Eth2/4;RESERVED;xcvrAbsen;routed;auto;auto;--;
DC2CFDZEUSA2-02;Eth2/5           <*>;DC2CLSZEUSA;connected;trunk;full;40G;QSFP+ BiDi;
DC2CFDZEUSA2-02;Eth2/6           <*>;DC2CLSZEUSA;connected;trunk;full;40G;QSFP+ BiDi;
DC2CFDZEUSA2-02;Eth2/7           <*>;DC2CLSZEUSA;connected;trunk;full;40G;QSFP+ BiDi;
DC2CFDZEUSA2-02;Eth2/8           <*>;DC2CLSZEUSA;connected;trunk;full;40G;QSFP+ BiDi;
DC2CFDZEUSA2-02;Eth2/9;RESERVED;xcvrAbsen;routed;auto;auto;--;
DC2CFDZEUSA2-02;Eth2/10;RESERVED;xcvrAbsen;routed;auto;auto;--;
DC2CFDZEUSA2-02;Eth2/11          <*>;DC2CLSZEUSA;connected;trunk;full;40G;QSFP+ BiDi;
DC2CFDZEUSA2-02;Eth2/12          <*>;DC2CLSZEUSA;connected;trunk;full;40G;QSFP+ BiDi;
DC2CFDZEUSA2-02;Eth3/1           <*> DC2CFDZEUSA;err-disab;trunk;auto;auto;QSFP+;BiDi;
DC2CFDZEUSA2-02;Eth3/2;RESERVED_FUTUR_;disabled;routed;auto;auto;QSFP+ BiDi;
DC2CFDZEUSA2-02;Eth3/3;--;xcvrAbsen;routed;auto;auto;--;
DC2CFDZEUSA2-02;Eth3/4;--;xcvrAbsen;routed;auto;auto;--;
DC2CFDZEUSA2-02;Eth3/5;--;xcvrAbsen;routed;auto;auto;--;
DC2CFDZEUSA2-02;Eth3/6;--;xcvrAbsen;routed;auto;auto;--;
DC2CFDZEUSA2-02;Eth3/7;--;xcvrAbsen;routed;auto;auto;--;
DC2CFDZEUSA2-02;Eth3/8;--;xcvrAbsen;routed;auto;auto;--;
DC2CFDZEUSA2-02;Eth3/9;--;xcvrAbsen;routed;auto;auto;--;
DC2CFDZEUSA2-02;Eth3/10;--;xcvrAbsen;routed;auto;auto;--;
DC2CFDZEUSA2-02;Eth3/11;--;xcvrAbsen;routed;auto;auto;--;
DC2CFDZEUSA2-02;Eth3/12;--;xcvrAbsen;routed;auto;auto;--;
DC2CFDZEUSA2-02;Po10;<*> DC2CFDZEUSA disabled;trunk;auto;auto;;--;
DC2CFDZEUSA2-02;Po11             <*>;DC2CFDZEUSA;connected;trunk;full;40G;--;
DC2CFDZEUSA2-02;Po52             <*>;DC2CLSZEUSA;connected;trunk;full;10G;--;
DC2CFDZEUSA2-02;Po54             <*>;DC2CLSZEUSA;connected;trunk;full;40G;--;
DC2CFDZEUSA2-02;Po56             <*>;DC2CLSZEUSA;connected;trunk;full;40G;--;
DC2CFDZEUSA2-02;Po70;DC2A2-ZEUS-SDX-;connected;trunk;full;10G;--;
DC2CFDZEUSA2-02;Po71;DC2A2-ZEUS-SDX-;connected;trunk;full;10G;--;
DC2CFDZEUSA2-02;Po202            <*>;DC2CLSZEUSA;connected;trunk;full;40G;--;
DC2CFDZEUSA2-02;Po4093           <*>;DC2CLSZEUSB;connected;trunk;full;10G;--;
DC2CFDZEUSA2-02;Po4094;--;noOperMem;routed;auto;auto;--;
DC2CFDZEUSA2-02;Po4095           <*>;DC2CLSZEUSB;connected;trunk;full;10G;--;
DC2CFDZEUSA2-02;Lo1;--;connected;routed;auto;auto;--;
DC2CFDZEUSA2-02;Lo2;--;connected;routed;auto;auto;--;
DC2CFDZEUSA2-02;Lo29;management_RVP_;connected;routed;auto;auto;--;
DC2CFDZEUSA2-02;Lo37;--;connected;routed;auto;auto;--;
DC2CFDZEUSA2-02;Lo42;--;connected;routed;auto;auto;--;
DC2CFDZEUSA2-02;Lo53;--;connected;routed;auto;auto;--;
DC2CFDZEUSA2-02;Lo90;LBK_MULTICAST_R;connected;routed;auto;auto;--;
DC2CFDZEUSA2-02;Vlan1;--;down;routed;auto;auto;--;
DC2CFDZEUSA2-02;Vlan10;--;connected;routed;auto;auto;--;
DC2CFDZEUSA2-02;Vlan11;--;connected;routed;auto;auto;--;
DC2CFDZEUSA2-02;Vlan12;--;connected;routed;auto;auto;--;
DC2CFDZEUSA2-02;Vlan15;--;connected;routed;auto;auto;--;
DC2CFDZEUSA2-02;Vlan16;--;connected;routed;auto;auto;--;
DC2CFDZEUSA2-02;Vlan17;--;connected;routed;auto;auto;--;
DC2CFDZEUSA2-02;Vlan18;--;connected;routed;auto;auto;--;
DC2CFDZEUSA2-02;Vlan19;--;connected;routed;auto;auto;--;
DC2CFDZEUSA2-02;Vlan20;ADMIN_NAS;connected;routed;auto;auto;--;
DC2CFDZEUSA2-02;Vlan22;PZEUS_NonRouted_An;down;routed;auto;auto;--;
DC2CFDZEUSA2-02;Vlan23;PZEUS_STD_FO_VARON;connected;routed;auto;auto;--;
DC2CFDZEUSA2-02;Vlan24;IPT-SRV;connected;routed;auto;auto;--;
DC2CFDZEUSA2-02;Vlan25        <>;Vlan-Palantir;connected;routed;auto;auto;--;
DC2CFDZEUSA2-02;Vlan30;HDI_AGILE_MARK_DC2;connected;routed;auto;auto;--;
DC2CFDZEUSA2-02;Vlan51;SIPO-PHYSIQUE-PROD;connected;routed;auto;auto;--;
DC2CFDZEUSA2-02;Vlan53;SIPO-PHYSIQUE-HOMO;connected;routed;auto;auto;--;
DC2CFDZEUSA2-02;Vlan168;RLPIT-MULTICAST;connected;routed;auto;auto;--;
DC2CFDZEUSA2-02;Vlan995;NOOBA_Admin;connected;routed;auto;auto;--;
DC2CFDZEUSA2-02;Vlan1200;PZEUS_INTERCO_LB;connected;routed;auto;auto;--;
